Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,41T,46T,47T,72T,82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,42T,44T,62T,63T,78T,89T,43T,80T,93T
2021_10_29,21.0,18,17.0,18,18.0,16,19.0,25.0,22.0,22,25.0,29.0,22.0,16.0,14,29,26.0,19.0,18.0,19.0,24.0,18.0,23.0,14.0,29.0,12.0,22.0,10.0,6.0,13.0,14.0,16.0,17,6.0,7.0,9.0,8.0,6.0,9.0,16,19.0,11,14,15.0,16.0,10.0,17.0,18.0,12.0,19.0,13.0,18.0,13.0,16.0,7.0,8.0,14.0,17.0,18.0,9.333333333333334,17.0,12.0,12.0,12,16.0,7.0,7.0,10.0,11.0,12,14,12,8.0,23.0,22.0,14.0,10.0
2021_10_30,28.0,24,22.0,23,20.0,22,26.0,29.0,26.0,29,35.0,39.0,27.0,24.0,20,40,32.0,24.0,16.0,26.0,41.0,20.0,19.0,14.0,30.0,13.0,30.0,9.0,11.0,14.0,10.0,17.0,15,6.0,7.0,6.0,8.0,5.0,11.0,29,37.0,22,29,25.0,22.0,20.0,26.0,37.0,11.0,20.0,13.0,15.0,9.0,14.0,8.0,7.0,12.0,13.0,13.0,8.0,9.666666666666666,9.0,9.0,12,12.0,11.0,8.0,9.0,10.0,13,10,12,9.0,14.0,14.0,9.0,8.0
2021_10_31,18.0,11,13.0,11,11.0,10,27.25,18.0,16.0,18,20.0,26.0,16.0,14.0,13,26,17.0,12.0,10.0,13.0,28.0,11.0,15.0,10.0,31.0,13.0,17.0,5.0,13.0,10.0,10.0,16.0,16,8.0,6.0,8.0,7.0,7.0,8.0,11,19.0,14,16,15.0,12.0,11.0,13.0,13.0,8.0,14.0,10.0,14.0,7.0,11.0,6.0,8.0,12.0,9.0,13.0,15.0,13.666666666666666,8.0,9.0,11,10.0,10.0,8.0,9.0,9.0,13,7,9,7.0,11.0,14.0,8.0,7.0
2021_11_01,20.0,13,12.0,13,15.0,12,28.25,23.0,19.0,21,22.0,27.0,18.0,13.5,15,29,21.0,13.0,11.0,18.0,41.75,14.0,14.0,14.0,39.0,15.0,15.0,6.0,14.0,11.0,13.0,17.0,15,5.0,6.0,8.0,7.0,6.0,8.0,15,23.0,15,19,17.0,16.0,12.0,14.0,18.0,12.0,16.0,11.0,12.0,6.0,14.0,6.0,6.0,11.0,8.0,10.0,12.0,9.0,9.0,7.0,10,10.0,7.0,6.0,11.0,10.0,12,8,9,9.0,9.0,13.0,7.0,7.0
2021_11_02,21.0,15,17.0,17,17.0,16,30.25,26.0,22.0,22,23.0,34.0,22.0,17.0,20,30,24.0,15.0,13.0,23.0,48.5,14.0,21.0,15.0,36.0,12.0,13.0,7.0,12.0,11.0,12.0,18.0,16,7.0,6.0,9.0,8.0,8.0,7.0,15,23.0,14,18,17.0,13.0,12.0,18.0,23.0,10.0,14.0,12.0,12.0,6.0,13.0,7.0,7.0,12.0,7.0,11.0,14.0,8.0,7.0,9.0,12,8.0,12.0,7.0,11.0,8.0,17,11,13,9.0,8.0,11.0,9.0,8.0
2021_11_03,20.0,14,14.0,15,16.0,14,30.5,28.0,21.0,21,25.0,29.0,21.0,16.0,15,32,25.0,13.0,13.0,19.0,30.0,15.0,16.0,15.0,41.0,13.0,16.0,6.0,13.0,11.0,17.0,22.0,16,8.0,7.0,9.0,11.0,10.0,11.0,26,30.0,18,22,20.0,17.0,17.0,19.0,22.0,10.0,13.0,12.0,15.0,8.0,14.0,7.0,6.0,11.0,7.0,11.0,12.0,11.0,7.0,10.0,12,9.0,11.0,10.0,14.0,11.0,12,8,12,10.0,9.0,11.0,8.0,9.0
2021_11_04,27.0,17,17.0,17,21.0,15,18.0,34.0,24.0,30,21.0,30.0,27.0,20.0,22,34,25.0,14.0,15.0,32.0,39.0,19.0,26.0,21.0,40.0,17.0,22.0,8.0,23.0,14.0,18.0,23.0,20,11.0,6.0,14.0,17.0,14.0,15.0,16,19.0,15,19,19.0,15.0,15.0,16.0,17.0,12.0,17.0,15.0,16.0,12.0,15.0,7.0,7.0,11.0,7.0,10.0,13.0,13.0,9.0,11.0,15,10.0,16.0,15.0,12.0,11.0,12,12,12,11.0,7.0,12.0,8.0,9.0
2021_11_05,25.0,18,17.0,17,21.0,16,18.0,37.0,22.0,26,22.0,27.0,26.0,21.0,19,32,23.0,18.0,16.0,31.0,36.0,20.0,24.0,21.0,38.0,16.0,25.0,9.0,22.0,21.0,19.0,26.0,24,10.0,4.0,17.0,17.0,15.0,22.0,14,24.0,14,22,18.0,21.0,14.0,18.0,19.0,13.0,18.0,10.0,17.0,9.0,16.0,6.0,8.0,12.0,8.0,10.0,11.0,16.0,10.0,12.0,16,14.0,16.0,14.0,15.0,9.0,9,10,11,9.0,6.0,8.0,7.0,6.0
2021_11_06,31.0,20,23.0,23,22.0,24,22.0,43.0,29.0,32,32.0,43.0,29.0,21.0,21,35,25.0,29.0,25.0,33.0,33.0,27.0,27.0,24.0,44.0,17.0,23.0,10.0,19.0,20.0,21.0,28.0,24,9.0,5.0,18.0,20.0,19.0,16.0,13,24.0,17,20,16.0,18.0,15.0,18.0,17.0,11.0,24.0,12.0,17.0,12.0,17.0,8.0,8.0,14.0,11.0,12.0,12.0,16.0,9.0,14.0,17,15.0,14.0,16.0,15.0,8.0,14,8,9,9.0,10.0,7.0,7.0,5.0
2021_11_07,28.0,16,14.0,18,20.0,15,18.0,35.0,27.0,29,20.0,35.0,26.0,20.0,17,35,21.0,16.0,14.0,31.0,33.0,16.0,25.0,13.0,38.0,17.0,24.0,10.0,18.0,19.0,23.0,33.0,18,11.0,5.0,17.0,17.0,14.0,20.0,21,27.0,18,23,24.0,22.0,15.0,18.0,14.0,12.0,17.0,13.0,18.0,14.0,19.0,8.0,9.0,16.0,10.0,13.0,12.0,17.0,10.0,17.0,20,14.0,15.0,18.0,16.0,8.0,10,10,8,7.0,9.0,8.0,9.0,7.0
2021_11_08,21.0,16,18.0,18,18.0,15,18.0,24.0,22.0,22,23.0,31.0,24.0,18.0,16,33,30.5,15.0,14.0,20.0,34.0,17.0,21.0,15.0,22.0,15.0,25.0,8.0,21.0,14.0,17.0,19.0,17,11.0,23.0,8.0,9.0,8.0,10.0,18,24.0,15,22,17.0,17.0,14.0,19.0,14.0,9.0,18.0,10.0,20.0,15.0,22.0,10.0,10.0,18.0,12.0,15.0,13.0,16.0,11.0,18.0,18,17.0,16.0,16.0,18.0,12.0,13,12,12,9.0,11.0,8.0,8.0,7.0
2021_11_09,17.0,11,13.0,13,14.0,10,16.0,22.0,16.0,17,17.0,22.0,18.0,12.0,13,29,30.0,11.0,9.0,14.0,22.0,12.0,21.0,11.0,18.0,13.0,20.0,7.0,13.0,12.0,15.0,19.0,12,8.0,5.0,9.0,16.0,8.0,7.0,8,12.0,8,13,10.0,12.0,7.0,11.0,11.0,7.0,13.0,10.0,23.0,16.0,22.0,9.0,10.0,17.0,15.0,14.0,12.0,16.0,10.0,21.0,16,12.0,14.0,16.0,16.0,8.0,10,12,11,8.0,10.0,9.0,8.0,6.0
2021_11_10,22.0,12,20.0,17,16.0,17,18.0,27.0,22.0,23,25.0,29.0,22.0,19.0,16,32,22.0,16.0,13.0,16.0,31.0,13.0,19.0,17.0,25.0,14.0,20.0,8.0,16.0,16.0,20.0,22.0,18,12.0,5.0,12.0,17.0,14.0,13.0,10,14.0,11,14,12.0,15.0,14.0,14.0,11.0,13.0,17.0,11.0,19.0,15.0,19.0,10.0,8.0,15.0,14.0,15.0,12.0,16.0,10.0,23.0,14,13.0,12.0,12.0,16.0,6.0,10,6,9,7.0,7.0,10.0,7.0,4.0
2021_11_11,26.0,17,23.0,24,22.0,20,21.0,29.0,27.0,28,31.0,33.0,25.0,39.0,22,33,25.0,22.0,19.0,21.0,35.0,20.0,24.0,18.0,25.0,17.0,25.0,12.0,23.0,24.0,23.0,27.0,23,15.0,6.0,14.0,25.0,18.0,19.0,14,20.0,13,17,16.0,19.0,14.0,17.0,17.0,17.0,20.0,15.0,20.0,14.0,20.0,9.0,8.0,18.0,13.0,15.0,12.0,17.0,10.0,16.0,17,15.0,12.0,16.0,17.0,7.0,9,6,9,10.0,6.0,6.0,8.0,7.0
2021_11_12,27.0,20,23.0,25,25.0,21,22.0,31.0,28.0,28,30.0,31.0,29.0,32.5,26,35,24.0,21.0,19.0,27.0,35.0,24.0,30.0,21.0,31.0,22.0,28.0,11.0,28.0,27.0,25.0,28.0,27,17.0,6.0,14.0,24.0,24.0,16.0,13,19.0,15,19,15.0,17.0,16.0,19.0,19.0,17.0,24.0,15.0,20.0,14.0,19.0,10.0,8.0,17.0,11.0,14.0,12.0,17.0,14.0,17.0,18,14.0,14.0,19.0,20.0,7.0,9,5,8,9.0,4.0,11.0,6.0,5.0
2021_11_13,26.0,18,22.0,26,23.0,19,20.0,27.0,25.0,26,31.0,30.0,24.0,26.0,16,32,24.0,22.0,20.0,22.0,34.0,20.0,28.0,19.0,26.0,20.0,29.0,11.0,24.0,22.0,24.0,35.0,24,17.0,6.0,17.0,30.0,25.0,23.0,15,21.0,15,19,18.0,19.0,17.0,19.0,22.0,17.0,22.0,13.0,19.0,12.0,21.0,11.0,10.0,19.0,13.0,21.0,13.0,20.0,13.0,19.0,22,15.0,17.0,23.0,21.0,5.0,15,4,7,6.0,6.0,8.0,8.0,5.0
2021_11_14,28.0,22,25.0,30,27.0,23,22.0,31.0,35.75,29,35.0,33.0,29.0,25.0,20,35,26.0,26.0,28.0,26.0,32.0,28.0,32.0,27.0,35.0,25.0,36.0,14.0,33.0,29.0,26.0,32.0,29,20.0,7.0,20.0,29.0,26.0,20.0,18,23.0,15,20,17.0,18.0,15.0,21.0,22.0,21.0,30.0,12.0,21.0,17.0,27.0,15.0,12.0,21.0,15.0,18.0,14.0,26.0,16.0,22.0,27,20.0,19.0,29.0,24.0,7.0,16,5,10,8.0,8.0,12.0,7.0,7.0
2021_11_15,30.0,21,25.0,27,27.0,24,25.0,39.0,41.5,29,30.0,34.0,30.0,28.0,24,38,33.0,26.0,22.0,30.0,41.0,27.0,34.0,23.0,35.0,22.0,36.0,13.0,32.0,26.0,31.0,29.0,23,19.0,6.0,15.0,30.0,21.0,23.0,17,19.0,14,22,18.0,22.0,18.0,20.0,22.0,20.0,24.0,13.0,25.0,21.0,28.0,15.0,15.0,22.0,19.0,22.0,12.0,25.0,15.0,23.0,27,20.0,20.0,29.0,24.0,7.0,16,8,12,11.0,8.0,7.0,10.0,10.0
2021_11_16,23.0,13,17.0,15,18.0,14,17.0,33.0,20.0,23,20.0,24.0,19.0,17.0,16,31,27.0,20.0,17.0,29.0,33.0,24.0,32.0,22.0,38.0,19.0,36.0,18.0,24.0,26.0,27.0,27.0,19,18.0,5.0,10.0,19.0,17.0,16.0,20,22.0,18,21,20.0,15.0,15.0,18.0,15.0,8.0,18.0,12.0,24.0,19.0,23.0,12.0,12.0,20.0,19.0,23.0,13.0,20.0,13.0,21.0,21,20.0,21.0,23.0,24.0,5.0,11,7,11,10.0,5.0,8.0,6.0,8.0
2021_11_17,15.0,11,13.0,13,14.0,9,15.0,21.0,18.0,15,15.0,22.0,17.0,14.0,12,25,18.0,13.0,12.0,16.0,25.0,14.0,19.0,19.0,33.0,20.0,25.0,16.0,16.0,25.0,23.0,20.0,18,13.0,5.0,11.0,14.0,13.0,10.0,9,17.0,11,14,13.0,11.0,9.0,13.0,14.0,10.0,17.0,8.0,23.0,16.0,21.0,10.0,8.0,17.0,15.0,20.0,13.0,16.0,9.0,21.0,21,18.0,19.0,17.0,20.0,6.0,8,7,9,7.0,5.0,7.0,6.0,7.0
2021_11_18,18.0,15,16.0,14,18.0,13,16.0,30.0,18.0,18,17.0,25.0,19.0,15.0,17,29,22.0,17.0,17.0,27.0,35.0,18.0,26.0,18.0,27.0,16.0,22.0,17.0,18.0,21.0,22.0,20.0,16,9.0,5.0,7.0,10.0,10.857142857142858,9.0,9,20.0,11,17,13.0,13.0,10.0,15.0,15.0,9.0,25.0,11.0,24.0,19.0,21.0,10.0,9.0,17.0,17.0,22.0,13.0,16.0,10.0,19.0,17,18.0,18.0,16.0,20.0,5.0,11,7,8,8.0,5.0,6.0,6.0,5.0
2021_11_19,30.0,16,17.0,18,20.0,16,17.0,42.0,22.0,30,19.0,32.0,19.0,16.0,15,33,19.0,17.0,15.0,40.0,36.0,22.0,32.0,20.0,32.0,18.0,28.0,18.0,20.0,24.0,22.0,21.0,15,10.0,5.0,11.0,24.0,13.0,14.0,12,19.0,13,17,12.0,17.0,12.0,11.0,17.0,11.0,16.0,10.0,27.0,21.0,21.0,8.0,10.0,16.0,17.0,16.0,12.0,17.0,11.0,18.0,18,16.0,19.0,20.0,19.0,7.0,13,9,9,8.0,7.0,6.0,8.0,5.0
2021_11_20,31.0,26,19.0,27,22.0,21,19.0,42.0,31.0,32,29.0,34.0,28.0,20.0,20,36,27.0,23.0,20.0,38.0,32.0,27.0,24.0,23.0,45.0,16.0,26.0,21.0,17.0,19.0,28.0,33.0,22,13.0,4.0,18.0,26.0,23.0,20.0,20,23.0,17,20,18.0,18.0,16.0,24.0,35.0,13.0,21.0,11.0,22.0,20.0,21.0,11.0,9.0,17.0,13.0,13.0,12.0,17.0,11.0,21.0,19,16.0,16.0,24.0,20.0,9.0,13,9,10,8.0,8.0,6.0,7.0,6.0
2021_11_21,26.0,27,24.0,24,24.0,20,21.0,37.0,29.0,27,33.0,36.0,28.0,19.0,17,35,27.0,23.0,26.0,32.0,27.0,36.0,24.0,29.0,69.0,24.0,23.0,17.0,15.0,26.0,29.0,41.0,24,16.0,4.0,17.0,20.0,23.0,21.0,25,22.0,12,22,17.0,22.0,25.0,24.0,37.0,13.0,21.0,12.0,16.0,9.0,20.0,9.0,9.0,17.0,14.0,15.0,12.0,16.0,14.0,18.0,20,17.0,20.0,25.0,20.0,13.0,17,13,12,10.0,13.0,11.0,7.0,8.0
2021_11_22,31.0,25,19.0,22,25.0,19,20.0,36.0,27.0,30,24.0,36.0,29.0,22.0,23,40,26.0,19.0,16.0,32.0,34.0,15.0,27.0,19.0,53.0,24.0,25.0,18.0,9.0,30.0,26.0,28.0,21,17.0,4.0,13.0,8.0,13.0,13.0,23,23.0,15,22,18.0,24.0,22.0,24.0,31.0,14.0,19.0,14.0,21.0,14.0,24.0,12.0,11.0,18.0,17.0,19.0,13.0,21.0,13.0,18.0,25,19.0,19.0,28.0,23.0,9.0,13,10,14,11.0,11.0,10.0,9.0,8.0
2021_11_23,17.0,18,12.0,13,17.0,11,16.0,21.0,17.0,17,16.0,24.0,17.0,13.0,12,28,18.0,12.0,10.0,17.0,24.0,11.0,17.0,16.0,27.0,14.0,19.0,13.0,8.0,18.0,16.0,14.0,13,8.0,6.0,6.0,5.0,8.0,5.0,12,14.0,12,14,13.0,11.0,11.0,14.0,13.0,8.0,15.0,9.0,22.0,17.0,24.0,14.0,11.0,18.0,19.0,22.0,14.0,18.0,14.0,22.0,19,18.0,16.0,20.0,20.0,6.0,11,14,10,11.0,8.0,9.0,7.0,8.0
2021_11_24,17.0,18,16.0,13,15.0,12,16.0,18.0,17.0,17,22.0,22.0,17.0,14.0,12,25,19.0,15.0,13.0,18.0,31.0,14.0,17.0,12.0,22.0,12.0,20.0,13.0,8.0,14.0,14.0,19.0,14,9.0,8.0,8.0,16.0,12.0,10.0,7,14.0,9,13,11.0,11.0,11.0,11.0,11.0,10.0,15.0,11.0,18.0,11.0,24.0,16.0,13.0,19.0,16.0,17.0,16.0,15.0,12.0,16.0,16,12.0,14.0,18.0,18.0,8.0,8,10,9,9.0,7.0,7.0,7.0,4.0
2021_11_25,26.0,28,23.0,22,22.0,21,20.0,30.0,28.0,26,33.0,32.0,24.0,22.0,18,34,23.0,22.0,19.0,24.0,32.0,19.0,21.0,16.0,26.0,16.0,25.0,15.0,11.0,23.0,20.0,24.0,19,17.0,9.0,15.0,27.0,24.0,15.0,15,16.0,11,16,13.0,16.0,13.0,20.0,16.0,15.0,18.0,11.0,21.0,15.0,22.0,15.0,7.0,18.0,13.0,15.0,10.0,15.0,12.0,22.0,20,16.0,16.0,22.0,18.0,7.0,9,7,10,10.0,7.0,7.0,6.0,5.0
2021_11_26,29.0,29,23.0,26,25.0,23,23.0,36.0,30.0,28,36.0,36.0,27.0,25.0,21,36,27.0,24.0,21.0,26.0,38.0,23.0,31.0,20.0,35.0,21.0,27.0,23.0,15.0,29.0,27.0,24.0,22,19.0,9.0,19.0,24.0,25.0,15.0,16,18.0,14,18,16.0,20.0,18.0,20.0,19.0,19.0,27.0,16.0,23.0,18.0,23.0,12.0,10.0,16.0,9.0,11.0,12.0,16.0,12.0,22.0,23,19.0,16.0,26.0,19.0,7.0,9,10,10,10.0,7.0,7.0,6.0,5.0
2021_11_27,27.0,28,21.0,23,22.0,22,21.0,28.0,29.0,26,32.0,29.0,28.0,25.0,20,34,29.0,23.0,20.0,26.0,36.0,27.0,33.0,22.0,33.0,25.0,32.0,21.0,20.0,26.0,20.0,30.0,29,18.0,9.0,26.0,38.0,34.0,20.0,18,16.0,19,22,21.0,21.0,17.0,23.0,24.0,23.0,31.0,19.0,21.0,12.0,21.0,10.0,11.0,16.0,8.0,11.0,13.0,15.0,9.0,17.0,20,13.0,19.0,25.0,24.0,12.0,11,12,14,11.0,7.0,13.0,7.0,9.0
2021_11_28,32.0,33,26.0,28,24.0,25,23.0,34.0,32.0,31,35.0,34.0,32.0,26.0,24,37,33.0,26.0,24.0,26.0,36.0,25.0,31.0,25.0,30.0,24.0,31.0,18.0,23.0,27.0,23.0,39.0,31,26.0,10.0,22.0,36.0,32.0,25.0,27,26.0,23,27,26.0,27.0,26.0,27.0,26.0,28.0,32.0,26.0,15.0,9.0,20.0,13.0,9.0,14.0,11.0,13.0,12.0,16.0,13.0,17.0,19,16.0,18.0,25.0,19.0,21.0,10,10,12,12.0,18.0,23.0,7.0,13.0
2021_11_29,27.0,30,22.0,24,23.0,23,22.0,31.0,29.0,27,33.0,30.0,28.0,25.0,22,35,31.0,23.0,19.0,26.0,36.0,22.0,31.0,26.0,34.0,22.0,31.0,19.0,24.0,32.0,26.0,38.0,27,26.0,8.0,27.0,33.0,38.0,21.0,20,27.0,22,26,24.0,22.0,20.0,21.0,23.0,19.0,25.0,18.0,21.0,14.0,23.0,13.0,10.0,18.0,14.0,16.0,15.0,24.0,16.0,19.0,23,20.0,21.0,31.0,22.0,16.0,12,9,9,10.0,11.0,19.0,6.0,9.0
2021_11_30,28.0,34,25.0,26,26.0,23,24.0,31.0,32.0,30,34.0,31.0,31.0,29.0,23,39,32.0,25.0,23.0,24.0,35.0,25.0,27.0,23.0,33.0,23.0,34.0,15.0,36.0,33.0,25.0,39.0,29,35.0,9.0,36.0,40.0,43.0,27.0,20,22.0,14,22,20.0,25.0,21.0,26.0,23.0,27.0,33.0,17.0,19.0,13.0,24.0,17.0,13.0,21.0,13.0,17.0,13.0,20.0,15.0,21.0,28,22.0,22.0,23.0,23.0,4.0,11,13,11,7.0,5.0,7.0,7.0,8.0
2021_12_01,35.0,36,28.0,30,29.0,28,27.0,38.0,35.0,35,35.0,36.0,34.0,33.0,26,44,38.0,32.0,29.0,32.0,41.0,32.0,34.0,30.0,37.0,30.0,41.0,17.0,43.0,34.0,33.0,44.0,33,38.0,10.0,30.0,35.0,36.0,32.0,24,32.0,24,27,27.0,29.0,26.0,33.0,26.0,30.0,36.0,23.0,22.0,15.0,24.0,17.0,13.0,21.0,18.0,20.0,13.0,25.0,21.0,22.0,28,26.0,25.0,36.0,28.0,6.0,11,14,12,9.0,8.0,7.0,6.0,5.0
2021_12_02,35.0,35,26.0,32,29.0,28,26.0,36.0,36.0,35,38.0,35.0,33.0,29.0,27,41,35.0,30.0,27.0,36.0,46.0,33.0,34.0,24.0,35.0,25.0,39.0,18.0,41.0,35.0,31.0,36.0,28,35.0,14.0,20.0,31.0,34.0,29.0,23,26.0,21,27,24.0,26.0,25.0,27.0,25.0,25.0,36.0,25.0,25.0,17.0,30.0,22.0,19.0,25.0,22.0,24.0,17.0,30.0,23.0,26.0,29,31.0,33.0,40.0,30.0,6.0,11,10,10,7.0,8.8,8.0,6.0,4.0
2021_12_03,35.0,35,28.0,32,29.0,26,26.0,39.0,35.0,35,38.0,36.0,31.0,27.0,26,43,31.0,31.0,26.0,35.0,45.0,29.0,36.0,24.0,36.0,25.0,35.0,18.0,43.0,36.0,34.0,37.0,29,36.0,18.0,25.0,32.0,42.0,30.0,17,21.0,18,22,19.0,23.0,20.0,27.0,23.0,27.0,28.0,18.0,25.0,18.0,33.0,20.0,18.0,27.0,27.0,27.0,17.0,29.0,21.0,27.0,30,30.0,32.0,37.0,33.0,16.0,15,12,13,9.0,15.0,17.0,12.0,10.0
2021_12_04,33.0,37,24.0,28,30.0,27,25.0,35.0,34.0,34,40.0,36.0,34.0,28.0,28,42,35.0,33.0,27.0,37.0,46.0,31.0,38.0,26.0,41.0,29.0,41.0,19.0,50.0,35.0,31.0,43.0,34,34.0,23.0,28.0,42.0,40.0,40.0,21,28.0,21,27,26.0,25.0,26.0,30.0,26.0,27.0,33.0,20.0,26.0,21.0,35.0,21.0,19.0,27.0,25.0,23.0,18.0,29.0,21.0,29.0,35,28.0,30.0,39.0,32.0,15.0,17,15,15,12.0,9.0,16.0,11.0,12.0
2021_12_05,37.0,39,28.0,39,29.0,28,27.0,40.0,36.0,37,44.0,39.0,35.0,33.0,29,47,39.0,34.0,28.0,37.0,47.0,32.0,47.0,29.0,38.0,35.0,42.0,21.0,54.0,40.0,37.0,44.0,38,41.0,24.0,23.0,35.0,39.0,47.0,28,34.0,24,31,31.0,29.0,27.0,32.0,33.0,29.0,37.0,21.0,27.0,21.0,35.0,20.0,20.0,24.0,22.0,24.0,19.0,29.0,23.0,31.0,33,31.0,31.0,46.0,31.0,20.0,17,17,19,12.0,17.0,21.0,10.0,13.0
2021_12_06,39.0,39,28.0,36,30.0,32,29.0,40.0,37.0,39,45.0,38.0,34.0,32.0,29,49,36.0,38.0,32.0,40.0,51.0,34.0,46.0,28.0,39.0,30.0,44.0,21.0,57.0,44.0,44.0,47.0,41,44.0,24.0,27.0,49.0,51.0,46.0,26,27.0,21,29,26.0,25.0,23.0,33.0,28.0,29.0,34.0,20.0,29.0,27.0,36.0,21.0,21.0,31.0,31.0,33.0,20.0,38.0,25.0,34.0,36,36.0,37.0,55.0,33.0,22.0,18,19,18,14.0,17.0,20.0,10.0,14.0
2021_12_07,48.0,46,31.0,45,35.0,40,33.0,50.0,44.0,47,52.0,51.0,42.0,36.0,35,54,39.0,44.0,36.0,46.0,56.0,40.0,52.0,32.0,47.0,34.0,45.0,21.0,67.0,43.166666666666664,47.0,46.0,45,44.0,23.0,28.0,46.0,44.0,43.0,25,32.0,26,30,32.0,27.0,22.0,34.0,30.0,30.0,38.0,25.0,36.0,35.0,47.0,25.0,25.0,36.0,33.0,38.0,25.0,40.0,25.0,41.0,39,39.0,37.0,57.0,35.0,14.0,15,17,17,10.0,14.0,14.0,10.0,9.0
2021_12_08,46.0,41,32.0,36,35.0,38,31.0,49.0,39.0,47,48.0,44.0,38.0,34.0,34,47,38.0,43.0,36.0,44.0,57.0,35.0,48.0,29.0,41.0,34.0,45.0,22.0,62.0,45.0,43.0,40.0,41,42.0,26.0,21.0,45.0,40.0,46.0,28,28.0,23,29,30.0,25.0,26.0,28.0,29.0,29.0,34.0,25.0,38.0,35.0,45.0,29.0,27.0,35.0,31.0,32.0,31.0,37.0,25.0,42.0,46,38.0,41.0,56.0,40.0,16.0,14,16,16,8.0,13.0,14.0,10.0,8.0
2021_12_09,33.0,32,24.0,33,26.0,25,26.0,35.0,32.0,33,41.0,39.0,30.0,32.0,25,41,32.0,28.0,23.0,29.0,42.0,26.0,41.0,22.0,29.0,20.0,41.0,16.0,48.0,37.0,42.0,27.0,30,29.0,18.0,11.0,20.0,15.0,31.0,20,29.0,18,24,25.0,21.0,15.0,24.0,28.0,19.0,24.0,19.0,31.0,26.0,46.0,24.0,18.666666666666668,32.0,28.0,31.0,26.0,33.0,21.0,41.0,36,38.0,38.0,53.0,32.0,17.0,20,18,20,9.0,15.0,16.0,9.0,11.0
2021_12_10,34.0,32,22.0,30,25.0,25,23.0,37.0,33.0,35,35.0,38.0,31.0,30.0,27,42,29.0,27.0,22.0,32.0,43.0,20.0,28.0,19.0,37.0,18.0,33.0,14.0,32.0,29.0,30.0,24.0,19,24.0,9.0,14.0,25.0,17.0,13.0,14,22.0,18,18,18.0,18.0,14.0,20.0,20.0,19.0,24.0,16.0,24.0,20.0,40.0,19.0,18.0,27.0,26.0,31.0,18.0,29.0,17.0,32.0,26,32.0,26.0,36.0,22.0,18.0,15,16,15,10.0,17.0,13.0,8.0,12.0
2021_12_11,36.0,34,25.0,31,28.0,24,25.0,43.0,31.0,37,35.0,40.0,34.0,30.0,26,42,32.0,29.0,25.0,33.0,45.0,28.0,38.0,20.0,31.0,21.0,29.0,12.0,26.0,27.0,24.0,32.0,23,26.0,14.0,19.0,28.0,20.0,24.0,16,24.0,18,20,21.0,18.0,16.0,27.0,23.0,21.0,28.0,14.0,24.0,21.0,38.0,16.0,17.0,25.0,31.0,38.0,17.0,30.0,15.0,30.0,23,31.0,31.0,28.0,23.0,15.0,15,16,16,9.0,14.0,14.0,9.0,13.0
2021_12_12,29.0,27,22.0,29,20.0,22,23.0,40.0,25.0,28,35.0,30.0,24.0,23.0,17,35,26.0,26.0,23.0,34.0,43.0,25.0,35.0,20.0,33.0,22.0,36.0,16.0,33.0,26.0,22.0,30.0,23,25.0,9.0,14.0,19.0,23.0,16.0,18,26.0,21,25,24.0,22.0,17.0,27.0,23.0,21.0,27.0,18.0,25.0,22.0,29.0,16.0,13.0,25.0,28.0,35.0,18.0,27.0,16.0,26.0,25,31.0,27.0,23.0,23.0,16.0,16,17,20,10.0,15.0,14.0,9.0,12.0
2021_12_13,28.0,30,21.0,23,23.0,20,21.0,29.0,26.0,28,27.0,26.0,25.0,19.0,23,34,25.0,22.0,18.0,24.0,33.0,21.0,30.0,18.0,28.0,19.0,32.0,13.0,27.0,27.0,27.0,35.0,26,23.0,13.0,21.0,27.0,25.0,27.0,16,22.0,18,19,19.0,18.0,14.0,20.0,19.0,20.0,27.0,13.0,26.0,22.0,23.0,16.0,14.0,20.0,25.0,26.0,18.0,28.0,17.0,26.0,25,29.0,25.0,26.0,22.0,15.0,15,17,19,11.0,12.0,14.0,8.0,12.0
2021_12_14,42.0,50,33.0,38,34.0,34,33.0,41.0,44.0,43,49.0,45.0,48.0,42.0,41,52,38.0,36.0,32.0,38.0,49.0,32.0,37.0,27.0,40.0,31.0,41.0,18.0,36.0,33.0,35.0,43.0,33,27.333333333333332,16.0,24.0,29.0,27.0,31.0,24,24.0,28,32,31.0,28.0,24.0,33.0,28.0,26.0,33.0,18.0,25.0,21.0,25.0,18.0,18.0,27.0,22.0,28.0,17.0,27.0,22.0,32.0,30,28.0,30.0,40.0,27.0,17.0,15,15,16,9.0,14.0,13.0,8.0,10.0
